filename,document,text
reviews Coiling Dragon.txt,Coiling Dragon is a  good novel.i have read i dont know how many novels here and i like this wuxiaworld website for providing this flatform to everyone.the only this i come accross problem in this novelwhy i can read only 3 chapter here then its shows that if i want to read i need to go to amazonif i want to read it in amazon why i need to go to wuxiaworld.wuxiaworld if we cant read the chapters after book 1 chapter 3 why there is need to mention details of the chapter availble to read.please change it or remove it or directly show the like to amazon to read it thereThank youi hope you understand the frustration of faithful reader,coiling dragon is a  good novel.i have read i dont know how many novels here and i like this wuxiaworld website for providing this flatform to everyone.the only this i come accross problem in this novelwhy i can read only 3 chapter here then its shows that if i want to read i need to go to amazonif i want to read it in amazon why i need to go to wuxiaworld.wuxiaworld if we cant read the chapters after book 1 chapter 3 why there is need to mention details of the chapter availble to read.please change it or remove it or directly show the like to amazon to read it therethank youi hope you understand the frustration of faithful reader
reviews Coiling Dragon.txt,"This novel is near and dear to my heart because it has several of my firsts. It is the first chinese webnovel I ever read, it is the first xianxia novel I ever read, it is the first wuxiaworld novel that I ever read, and I read it back when wuxia world was just started by Ren, and the whole translation scene was starting to pick up and there were barely any novels on this site. It is the first IET novel I ever read. It is also the first chinese webnovel that I finished. That's why I know that my view of the novel is biased but I genuinely loved the novel.Yes it does suffer from several of IET's tropes that he still has to this day in his novels. Mainly that there are several important side characters in the story that are completely forgotten, or that the story gets a bit repetitive at times and some of the statements made about the plot are forgotten/reversed. Also IET's exaggeration of distances and numbers to a point where they lose meaning (though if you read enough IET novels this becomes a bit endearing) and his sometimes faulty math is seen in this novel as well.That being said it also has several of IET's great qualities, such as gigantic worldbuilding even though we don't get to go to some of the places mentioned. Innovative cultivation systems with cultivators having different techniques that are based on their cultivation experiences, choices and aptitudes. Great action scenes that leave you satisfied and aren't hard to follow. Amazing techniques that sound and look cool. Hardworking MC that genuinely loves to cultivate and has an amiable character. And this novel specifically also has a story that goes over the pain of a broken heart and how to channel that into productive means without retaining hatred for that person or going after them. The emotions at certain points are also great and touching.Overall I would say this is my second favorite IET novel, just behind LXY, mainly because I really liked Xue Ying's insistence on protecting the weak and his efforts to do that in the cut throat cultivation world. I highly recommend CD to all readers, and especially new readers, as it is a great novel to get into reading Xianxia. I would say it is definitely worth spending time reading it and it is several times better than the average Xianxia novels.When trying to be objective I would probably rate it a 7 or 7.5/10 but the nostalgia and how much I love the elements of this novel would probably boost it to a 8.5 or 9/10 for me. With a 10/10 being something like RI.Ren is also a great translator so you know you'll be getting a quality translation.","this novel is near and dear to my heart because it has several of my firsts. it is the first chinese webnovel i ever read, it is the first xianxia novel i ever read, it is the first wuxiaworld novel that i ever read, and i read it back when wuxia world was just started by ren, and the whole translation scene was starting to pick up and there were barely any novels on this site. it is the first iet novel i ever read. it is also the first chinese webnovel that i finished. thats why i know that my view of the novel is biased but i genuinely loved the novel.yes it does suffer from several of iets tropes that he still has to this day in his novels. mainly that there are several important side characters in the story that are completely forgotten, or that the story gets a bit repetitive at times and some of the statements made about the plot are forgottenreversed. also iets exaggeration of distances and numbers to a point where they lose meaning though if you read enough iet novels this becomes a bit endearing and his sometimes faulty math is seen in this novel as well.that being said it also has several of iets great qualities, such as gigantic worldbuilding even though we dont get to go to some of the places mentioned. innovative cultivation systems with cultivators having different techniques that are based on their cultivation experiences, choices and aptitudes. great action scenes that leave you satisfied and arent hard to follow. amazing techniques that sound and look cool. hardworking mc that genuinely loves to cultivate and has an amiable character. and this novel specifically also has a story that goes over the pain of a broken heart and how to channel that into productive means without retaining hatred for that person or going after them. the emotions at certain points are also great and touching.overall i would say this is my second favorite iet novel, just behind lxy, mainly because i really liked xue yings insistence on protecting the weak and his efforts to do that in the cut throat cultivation world. i highly recommend cd to all readers, and especially new readers, as it is a great novel to get into reading xianxia. i would say it is definitely worth spending time reading it and it is several times better than the average xianxia novels.when trying to be objective i would probably rate it a 7 or 7.510 but the nostalgia and how much i love the elements of this novel would probably boost it to a 8.5 or 910 for me. with a 1010 being something like ri.ren is also a great translator so you know youll be getting a quality translation."
reviews Coiling Dragon.txt,"I'm not sure why it took me so long to actually come around to reading CD... so far i've only read book 1 &amp; 2 but i'm already hooked and determined to binge the rest.I have to preface that i have read a couple dozen of the more popular novels here on wuxiaworld and CD is probably the only novel that doesn't follow the typical troupe of everyone/everything being against the mc and trying to backstab and sabotage the mc constantly. CD is such a breath of fresh air and i feel genuinely excited in the fantasy aspect of this novel.Anyways, so far 10/10","im not sure why it took me so long to actually come around to reading cd... so far ive only read book 1 amp 2 but im already hooked and determined to binge the rest.i have to preface that i have read a couple dozen of the more popular novels here on wuxiaworld and cd is probably the only novel that doesnt follow the typical troupe of everyoneeverything being against the mc and trying to backstab and sabotage the mc constantly. cd is such a breath of fresh air and i feel genuinely excited in the fantasy aspect of this novel.anyways, so far 1010"
reviews Coiling Dragon.txt,? why do i have to have an amazon kindle account to read this book? i am a gold member but i am not aloud to read past chapter 3?is this a tech issue perhaps?i hope thast it is a tech issue otherwise its a thumbs down as im not aloud to actually read this book regardless of my membership.it started off OK but i am disappointed that your number 1 book is not available without further purchases or subscriptions.please let me know if this is technical issue so i can change my review as i continue to read.Thanksso far i am enjoying a lot of your books. they have a unique fill and i am enjoying you library.,? why do i have to have an amazon kindle account to read this book? i am a gold member but i am not aloud to read past chapter 3?is this a tech issue perhaps?i hope thast it is a tech issue otherwise its a thumbs down as im not aloud to actually read this book regardless of my membership.it started off ok but i am disappointed that your number 1 book is not available without further purchases or subscriptions.please let me know if this is technical issue so i can change my review as i continue to read.thanksso far i am enjoying a lot of your books. they have a unique fill and i am enjoying you library.
reviews Coiling Dragon.txt,"Enjoy Coiling Dragon? The answer to that question is not really and the reason is simple : There are only 3 pages from the book available on this site , the rest is somewhere else , specifically on Amazon's Kindle thing , you can find links to the stuff in a small comment at the bottom of the 3rd page if you want to give it a shot , but at the very least the details and the synopsis should contain this warning so as not to waste people's time.This is not a review of the book since I only read 3 pages and then got frustrated by the blocked/removed content , hence I can't provide feedback for it , this is more of a request for the site admins to provide an updated description on the content available on the site , since this book is not available here and it is misleading to have descriptions of content as if they are fully available but in reality it just contains a small sample.","enjoy coiling dragon? the answer to that question is not really and the reason is simple  there are only 3 pages from the book available on this site , the rest is somewhere else , specifically on amazons kindle thing , you can find links to the stuff in a small comment at the bottom of the 3rd page if you want to give it a shot , but at the very least the details and the synopsis should contain this warning so as not to waste peoples time.this is not a review of the book since i only read 3 pages and then got frustrated by the blockedremoved content , hence i cant provide feedback for it , this is more of a request for the site admins to provide an updated description on the content available on the site , since this book is not available here and it is misleading to have descriptions of content as if they are fully available but in reality it just contains a small sample."
reviews Coiling Dragon.txt,"First light novel I read that stands out above the rest, I have read countless novels since but this is the best introduction to wuxia anyone could ask for.The story seems to flow well and even though there is alot of it none of it seems to be useless filler.The plot runs deep enough that things mentioned at the beginning are still not fully revealed until the end.There is not much to say except I got so absorbed into this novel that I managed to stay up reading it until sunrise a few times, the amount of absorbing content leaves very little to be desired.Why are you reading this review and not CD? :D","first light novel i read that stands out above the rest, i have read countless novels since but this is the best introduction to wuxia anyone could ask for.the story seems to flow well and even though there is alot of it none of it seems to be useless filler.the plot runs deep enough that things mentioned at the beginning are still not fully revealed until the end.there is not much to say except i got so absorbed into this novel that i managed to stay up reading it until sunrise a few times, the amount of absorbing content leaves very little to be desired.why are you reading this review and not cd? d"
reviews Coiling Dragon.txt,"I noticed all the chapters are gone so here are some websites that have ithttps://novelfull.com/coiling-dragon/chapter-1-early-morning-at-a-township.htmlhttps://www.webnovel.com/book/coiling-dragon_8094085105004705#getAppModBut honestly this is a great novel. You should read itFuck this app has a word count... well this novel is honestly very good, I love all the action, going to different dimensions and stuff. And I like the concept as well, I mean âdivine sparksâ? Like thats shitâs cool. You should give this a try. I also fucking hate how this app has a word count. So Iâm gonna complain about that. FUCK WORD COUNT YOU DUMB HOE! WORD COUNT IS SMALL DICK ENERGY","i noticed all the chapters are gone so here are some websites that have ithttpsnovelfull.comcoilingdragonchapter1earlymorningatatownship.htmlhttpswww.webnovel.combookcoilingdragon8094085105004705getappmodbut honestly this is a great novel. you should read itfuck this app has a word count... well this novel is honestly very good, i love all the action, going to different dimensions and stuff. and i like the concept as well, i mean divine sparks? like thats shits cool. you should give this a try. i also fucking hate how this app has a word count. so im gonna complain about that. fuck word count you dumb hoe! word count is small dick energy"
reviews Coiling Dragon.txt,"My first introduction into the chinese universe of Xianxia and into the world of web novels I loved everything about it  I don't even know where to start from,i'd rather not spoil it but u won't regret reading this great novel the characters progression is very well done,u can feel how the character grows  and his struggles ,the helplesness so it feels even more rewarding later on in the story ,as a introduction into the world of webnovels i'd say is a pretty good start but with a more western approach if u want to start from somwhere this novel is a pretty good read","my first introduction into the chinese universe of xianxia and into the world of web novels i loved everything about it  i dont even know where to start from,id rather not spoil it but u wont regret reading this great novel the characters progression is very well done,u can feel how the character grows  and his struggles ,the helplesness so it feels even more rewarding later on in the story ,as a introduction into the world of webnovels id say is a pretty good start but with a more western approach if u want to start from somwhere this novel is a pretty good read"
reviews Coiling Dragon.txt,"Like many others, this is the novel that got me into Chinese web novels. It is really hard to describe how nostalgic this is for me, and how well it stands up even after having read pretty much every other novel on this website. It is one of the most balanced in terms of the ""MC is OP but also faces struggles but you always know they'll get through it"" type story that is really common in web novels. I genuinely believed it when the OP worked through or a difficult situation, or that they might not come out the winner in a given fight, or whatever.This is one of two novels I've actually read start to finish more than once (the other being ISSTH), and there's a reason for that.","like many others, this is the novel that got me into chinese web novels. it is really hard to describe how nostalgic this is for me, and how well it stands up even after having read pretty much every other novel on this website. it is one of the most balanced in terms of the mc is op but also faces struggles but you always know theyll get through it type story that is really common in web novels. i genuinely believed it when the op worked through or a difficult situation, or that they might not come out the winner in a given fight, or whatever.this is one of two novels ive actually read start to finish more than once the other being issth, and theres a reason for that."
reviews Coiling Dragon.txt,"I just finished this a little while ago and I enjoyed it. I've got the memory of a whiteboard so I'll try my best to be brief.Main character is good, his relationships are nice to see and some of the moments in the story really hit hard.Power levels are nice and expanded. It feels nice to actually have an MC that can't directly fight above his level for BS reasons, it's all focused on understanding, which I prefer.Ending felt a bit rushed, basically the last book (I read it on kindle unlimited) felt like it pushed too much content into 1 book. I kinda wish the book was longer just to make the transformations a little more steady but it's not a big deal personally, and the ending itself was good.The world is fine, there was a lot of potential for more settings but the author chose to stick with a few extremely large settings which is fine.I don't feel too strongly about this one as I just read this recently and it wasn't my gateway to the genre, but I think it's good overall. I will say, though, that I still prefer desolate era to this novel, it felt more adventurous and had a stupidly grand scale but I like that. This is overall an easy recommend for me.","i just finished this a little while ago and i enjoyed it. ive got the memory of a whiteboard so ill try my best to be brief.main character is good, his relationships are nice to see and some of the moments in the story really hit hard.power levels are nice and expanded. it feels nice to actually have an mc that cant directly fight above his level for bs reasons, its all focused on understanding, which i prefer.ending felt a bit rushed, basically the last book i read it on kindle unlimited felt like it pushed too much content into 1 book. i kinda wish the book was longer just to make the transformations a little more steady but its not a big deal personally, and the ending itself was good.the world is fine, there was a lot of potential for more settings but the author chose to stick with a few extremely large settings which is fine.i dont feel too strongly about this one as i just read this recently and it wasnt my gateway to the genre, but i think its good overall. i will say, though, that i still prefer desolate era to this novel, it felt more adventurous and had a stupidly grand scale but i like that. this is overall an easy recommend for me."
reviews Coiling Dragon.txt,"Wonderful novelActually I like this novel very much, mc grow up from lower to high level, faced with many earthshaking events. It's actually quite similar to reality in specific love matter, mc got broken man after ex gf leave him, in the period of sadness he also keep improve and know what to do in life.Mc life tragic family members killed but eventually he comes back.. Battle are awesome, power up, element control, love, family, everything seems to me good.Truly its worth to read, this novel should be at the top of recommendation........... Thanks author for this remarkable stuff.","wonderful novelactually i like this novel very much, mc grow up from lower to high level, faced with many earthshaking events. its actually quite similar to reality in specific love matter, mc got broken man after ex gf leave him, in the period of sadness he also keep improve and know what to do in life.mc life tragic family members killed but eventually he comes back.. battle are awesome, power up, element control, love, family, everything seems to me good.truly its worth to read, this novel should be at the top of recommendation........... thanks author for this remarkable stuff."
reviews Coiling Dragon.txt,This Novel has sentimental value for me because its the first chinese novel i have ever read also one of my favourite stories.The first arcs are beautiful and the world building is as good it gets (one of the strong points of IET  in my opinion). The characters  are very good and likeable Linley Baruch is one of the best Main Characters in the chinese novels and Doehring Cowart one of my favourites grandpasAt the end the quality drops somewhat and for me it felt slightly rushed but nonetheless i wholeheartedly recommended it and and it should be the must read novel for any new western reader.,this novel has sentimental value for me because its the first chinese novel i have ever read also one of my favourite stories.the first arcs are beautiful and the world building is as good it gets one of the strong points of iet  in my opinion. the characters  are very good and likeable linley baruch is one of the best main characters in the chinese novels and doehring cowart one of my favourites grandpasat the end the quality drops somewhat and for me it felt slightly rushed but nonetheless i wholeheartedly recommended it and and it should be the must read novel for any new western reader.
reviews Coiling Dragon.txt,"Are you looking for a solid book? Then read CD.I really have to give it to IET for compiling such a great novel. There are some imperfections here and there but that's typical in these novels. This is definitely the bridge to xianxia genre since the way its writen makes it easy and the translations are good.Pros- action packed- minor characters have huge impact to the buildup of the main character- the plot twistsCons- typical of IET &gt;&gt; 2/10 romance and harem- Doehring Cowart... sigh- naming is a bit western-ish, not sure if that's a translator thing or author thing. I myself like to keep the original words instead of having a western vibe to the names such as O'Brien which made the ""chinese"" feel to it a bit less but that's subjective.","are you looking for a solid book? then read cd.i really have to give it to iet for compiling such a great novel. there are some imperfections here and there but thats typical in these novels. this is definitely the bridge to xianxia genre since the way its writen makes it easy and the translations are good.pros action packed minor characters have huge impact to the buildup of the main character the plot twistscons typical of iet gtgt 210 romance and harem doehring cowart... sigh naming is a bit westernish, not sure if thats a translator thing or author thing. i myself like to keep the original words instead of having a western vibe to the names such as obrien which made the chinese feel to it a bit less but thats subjective."
reviews Coiling Dragon.txt,"This is a good entry novel for western readers unfamiliar with wuxia and xianxia, because this story is mostly western fantasy, with a small portion of wuxia and xianxia.The story is fairly well written, and there are many enjoyable arcs, plot twists, and elaborate schemes. There are very few annoying tropes. There are some amazingly early foreshadowings that don't make sense until hundreds of chapters later. Some parts of the story were bland or stretched out, but they didn't last for too long. There's also a significant amount of repetition, but it wasn't too bad.The universe was fairly interesting, with many memorable locations, but there was also a lot of boring, wasted space. The power system was mostly standard elemental magic, but it had some unusual additions that totally changed things.The characters are all fairly respectable, even the forgettable side characters. Almost no one acted in a way they shouldn't have (very few brainless young masters here) and their actions were very understandable. The immortals and long-lived characters actually had a reasonable level of intelligence and maturity and didn't act like children.The main character went through several stages of development, most of which were very compelling. The emotional changes were especially striking. I really appreciate that he stuck to his morals and didn't let his power go to his head like a typical wuxia protagonist. Unfortunately, his overconfidence prevented him from learning from many of his mistakes.There are also a lot of great moments from the other characters that really made them stand out (even some good romance). That became rare in the later parts of the story, even amongst the main cast. After each arc, most characters, including many important characters, are given no further development, even the ones that occasionally appear again.There are several things that I wish the author expanded on and continued writing about (descendants, countries, stone sculpting, etc). I would welcome another hundred chapters of that.The prose itself is mostly plain, but there are times when it becomes more vivid. In particular, there are some fantastic action scenes, cultivation scenes, and emotional scenes. I really wish more of the novel was written like that.Overall, this was an enjoyable read that I might even reread at some point, and I definitely recommend it. 7.5/10.","this is a good entry novel for western readers unfamiliar with wuxia and xianxia, because this story is mostly western fantasy, with a small portion of wuxia and xianxia.the story is fairly well written, and there are many enjoyable arcs, plot twists, and elaborate schemes. there are very few annoying tropes. there are some amazingly early foreshadowings that dont make sense until hundreds of chapters later. some parts of the story were bland or stretched out, but they didnt last for too long. theres also a significant amount of repetition, but it wasnt too bad.the universe was fairly interesting, with many memorable locations, but there was also a lot of boring, wasted space. the power system was mostly standard elemental magic, but it had some unusual additions that totally changed things.the characters are all fairly respectable, even the forgettable side characters. almost no one acted in a way they shouldnt have very few brainless young masters here and their actions were very understandable. the immortals and longlived characters actually had a reasonable level of intelligence and maturity and didnt act like children.the main character went through several stages of development, most of which were very compelling. the emotional changes were especially striking. i really appreciate that he stuck to his morals and didnt let his power go to his head like a typical wuxia protagonist. unfortunately, his overconfidence prevented him from learning from many of his mistakes.there are also a lot of great moments from the other characters that really made them stand out even some good romance. that became rare in the later parts of the story, even amongst the main cast. after each arc, most characters, including many important characters, are given no further development, even the ones that occasionally appear again.there are several things that i wish the author expanded on and continued writing about descendants, countries, stone sculpting, etc. i would welcome another hundred chapters of that.the prose itself is mostly plain, but there are times when it becomes more vivid. in particular, there are some fantastic action scenes, cultivation scenes, and emotional scenes. i really wish more of the novel was written like that.overall, this was an enjoyable read that i might even reread at some point, and i definitely recommend it. 7.510."
